Alkon hinnasto 23.09.2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
455027;Viña Marichalar Gran Reserva 2009;Bodegas Viña Marichalar;0,75 l;25.16;33.41;;110;punaviinit;Vivahteikas & Kehittynyt;;;Espanja;Rioja;2009;DOCa Rioja;;Tempranillo, ;Täyteläinen, keskitanniininen, kirsikkainen, kypsän karpaloinen, mustaherukkainen, viikunainen, kevyen nahkainen, mausteinen, pitkä;pullo;luonnonkorkki;13.5;5.0;;;;;80.0;vakiovalikoima;8421950802285
426707;Viña Pomal Ecologico 2017;Bodegas Bilbaínas;0,75 l;12.00;15.87;;110;punaviinit;Mehevä & Hilloinen;luomu;;Espanja;Rioja;2017;DOCa Rioja;;Tempranillo, ;Täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkainen, metsämarjainen, kevyen suklainen;pullo;luonnonkorkki;14.0;5.3;;;;;80.0;vakiovalikoima;8411543116417
927997;Viña Real Crianza 2016;CVNE;0,75 l;14.98;19.84;;110;punaviinit;Vivahteikas & Kehittynyt;;;Espanja;Rioja;2016;DOCa Rioja;;Tempranillo, Garnacha, Graciano, Mazuelo, ;Keskitäyteläinen, keskitanniininen, mustaherukkainen, vaniljainen, setrinen;pullo;luonnonkorkki;13.5;5.4;2;;;;80.0;tilausvalikoima;8410591002468
951237;Viña Real Gran Reserva 2012;CVNE;0,75 l;34.49;45.99;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Rioja;2012;DOCa Rioja;Saattaa sisältää sakkaa;Tempranillo, Graciano, ;Erittäin täyteläinen, keskitanniininen, kirsikkainen, mausteinen, mustaherukkainen;pullo;luonnonkorkki;13.5;98.0;2;;;;80.0;tilausvalikoima;8410591000488
943527;Viña Real Reserva 2015;CVNE;0,75 l;21.99;29.19;;110;punaviinit;Vivahteikas & Kehittynyt;;;Espanja;Rioja;2015;DOCa Rioja;Saattaa sisältää sakkaa;Tempranillo, Garnacha, Mazuelo, Graciano, ;Täyteläinen, keskitanniininen, hapankirsikkainen, kypsän karpaloinen, hennon suklainen, kevyen nahkainen, tamminen;pullo;luonnonkorkki;13.5;5.6;;;;;80.0;vakiovalikoima;8410591000419
479637;Viña los Valles Reserva 2013;Bodegas Vinicola Real;0,75 l;19.54;25.92;;110;punaviinit;Vivahteikas & Kehittynyt;luomu;;Espanja;Rioja;2013;DOCa Rioja;;Tempranillo, Graciano, ;Täyteläinen, tanniininen, hapankirsikkainen, karhunvatukkainen, viikunainen, kevyen nahkainen, mausteinen;pullo;luonnonkorkki;13.0;5.3;;;;;70.0;vakiovalikoima;8436036370350
489047;Viñedos de Alfaro Conde Del Real Agrado Reserva 2012;Viñedos de Alfaro;0,75 l;19.59;25.99;;110;punaviinit;Roteva & Voimakas;;;Espanja;Rioja;2012;DOCa Rioja;;;Täyteläinen, tanniininen, boysenmarjainen, tumman kirsikkainen, luumuinen, hennon mustaherukkainen, kevyen suklainen, tamminen;pullo;luonnonkorkki;14.5;5.6;3;;;;80.0;vakiovalikoima;8437006732314
426807;Zinio Garnacha 2017;Patrocinio;0,75 l;12.50;16.53;;110;punaviinit;Marjaisa & Raikas;ympäristövastuullinen pakkaus;;Espanja;Rioja;2017;DOCa Rioja;;Garnacha, Grenache Noir, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, kypsän vadelmainen, herukkainen, kevyen mausteinen;pullo;metallinen kierrekapseli;14.5;5.7;;;;;80.0;vakiovalikoima;8429766265805
950471;Apulanta Tinto 2019;Pago de Tharsys;0,75 l;12.98;17.17;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Utiel-Requena;2019;DO Utiel-Requena;;Bobal, ;Täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkainen, mustaherukkainen, vaniljainen, kevyen mokkainen;pullo;luonnonkorkki;13.5;4.9;;;;;80.0;vakiovalikoima;8437004477972
911662;Aranleón Sólo Tinto;Aranleón;0,75 l;14.90;19.87;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Utiel-Requena;;DO Utiel Requena;;Bobal, Syrah, ;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, mustaherukkainen, vadelmainen;pullo;luonnonkorkki;14.0;4.9;;;;;80.0;tilausvalikoima;8437004254023
902484;Bruno Murciano L'Alegria 2018;Bruno Murciano;0,75 l;20.95;27.93;;110;punaviinit;Mehevä & Hilloinen;luomu;;Espanja;Utiel-Requena;2018;Utiel-Requena;;Bobal, ;Keskitäyteläinen, tanniininen, kirsikkainen, luumuinen, vadelmainen;pullo;luonnonkorkki;14.0;5.7;;;;;80.0;tilausvalikoima;8437002716523
005671;Castillo Murviedro Tempranillo 2018;Bodegas Murviedro;1,5 l;15.89;10.53;;110;punaviinit;Marjaisa & Raikas;;;Espanja;Utiel-Requena;2018;DOP Utiel-Requena;;Tempranillo, Bobal, ;Keskitäyteläinen, keskitanniininen, vadelmainen, kirsikkainen, mansikkainen, kukkainen;pullo;metallinen kierrekapseli;12.5;4.3;3;;;;70.0;vakiovalikoima;8410388103040
005656;Castillo Murviedro Tempranillo 2018;Bodegas Murviedro;0,75 l;7.99;10.52;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Utiel-Requena;2018;DO Utiel-Requena;;Tempranillo, Bobal, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, kypsän karpaloinen, mausteinen;pullo;metallinen kierrekapseli;12.5;4.4;3;;;;70.0;vakiovalikoima;8410388101138
904017;Hispano+Suizas Bassus Pinot Noir 2017;Hispano Suizas;0,75 l;29.89;39.85;;110;punaviinit;Vivahteikas & Kehittynyt;;;Espanja;Utiel-Requena;2017;DOP Utiel-Requena;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, luumuinen, kevyen viikunainen, suklainen, vaniljainen;pullo;luonnonkorkki;13.5;5.5;2;;;;80.0;vakiovalikoima;8437008397054
957787;Hispano+Suizas Bobos 2016;Bodegas Hispano+Suizas;0,75 l;31.00;41.33;;110;punaviinit;Roteva & Voimakas;;;Espanja;Utiel-Requena;2016;DOP Utiel-Requena;;Bobal, ;Täyteläinen, tanniininen, marjainen, mausteinen, mokkainen, aromikas, pitkä;pullo;luonnonkorkki;13.5;6.0;2;;;;80.0;tilausvalikoima;8437008397078
451557;Los Altos Pago de los Balagueses 2015;Bodegas Vegalfaro;0,75 l;60.00;80.0;;110;punaviinit;Roteva & Voimakas;luomu;;Espanja;Utiel-Requena;2015;DOP Los Balagueses;;Syrah, Garnacha Tintorera, ;Täyteläinen, tanniininen, luumuhilloinen, tumman kirsikkainen, aroniamarjainen, kevyen inkiväärinen, vivahteikas, tamminen, pitkä;pullo;luonnonkorkki;14.5;5.3;4;;;;80.0;erikoiserä;8437003467981
901857;Murviedro Cepas Viejas Bobal 2016;Murviedro;0,75 l;12.99;17.32;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Utiel-Requena;2016;DOP Utiel-Requena;;Bobal, ;Keskitäyteläinen, tanniininen, viikunahilloinen, hapankirsikkainen, karhunvatukkainen, kevyen nahkainen, tamminen;pullo;luonnonkorkki;13.0;4.9;;;;;70.0;vakiovalikoima;8410388007027
493647;Murviedro La Casa de la Seda Bobal 2017;Bodegas Murviedro;0,75 l;29.98;39.97;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Utiel-Requena;2017;DOP Utiel-Requena;;Bobal, ;Täyteläinen, erittäin tanniininen, boysenmarjainen, mustikkainen, vadelmainen, tumman kirsikkainen, kevyen maitosuklainen, mausteinen;pullo;luonnonkorkki;14.5;4.5;;;;;80.0;erikoiserä;8410388009212
914844;Murviedro Sericis Bobal Magnum 2016;Bodegas Murviedro;1,5 l;36.98;24.65;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Utiel-Requena;2016;DOP Utiel-Requena;;Bobal, ;Täyteläinen, vähätanniininen, marjainen, vaniljainen, karhunvatukkainen;pullo;luonnonkorkki;13.0;5.1;1;;;;70.0;tilausvalikoima;8410388010836
489737;Santerra Syrah 2019;Murviedro;0,75 l;7.99;10.52;;110;punaviinit;Pehmeä & Hedelmäinen;;;Espanja;Utiel-Requena;2019;DOP Utiel-Requena;;Syrah, ;Keskitäyteläinen, keskitanniininen, makea, vadelmahilloinen, kirsikkainen, mausteinen;pullo;metallinen kierrekapseli;12.0;4.0;35;;;;80.0;vakiovalikoima;8410388002909
918721;Tappara Estenas Red 2019;Compañia Vinicola del Campo de Requena;0,75 l;14.90;19.87;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Utiel-Requena;2019;DO Utiel-Requena;;Bobal, Tempranillo, Cabernet Sauvignon, Merlot, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, vaniljainen;pullo;luonnonkorkki;13.0;4.4;;;;;70.0;tilausvalikoima;8437003099014
930887;Vox Populi Bobal 2014;Murviedro;0,75 l;13.49;17.99;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Utiel-Requena;2014;DOP Utiel-Requena;;Bobal, ;Täyteläinen, keskitanniininen, marjainen, vaniljainen, mokkainen;pullo;luonnonkorkki;13.0;5.2;1;;;;70.0;tilausvalikoima;8410388006723
936557;Anciano Gran Reserva Tempranillo 7y 2009;Bodegas Navalon;0,75 l;10.99;14.52;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Espanja;Valdepeñas;2009;DOP Valdepeñas;;Tempranillo, ;Keskitäyteläinen, tanniininen, karpaloinen, viikunainen, kirsikkainen, kevyen tallinen, tamminen;pullo;luonnonkorkki;13.0;5.1;;;;;70.0;vakiovalikoima;5060108901451
927777;Anciano Tempranillo Gran Reserva 10y 2007;Bodegas Navalon;0,75 l;11.98;15.84;;110;punaviinit;Vivahteikas & Kehittynyt;;;Espanja;Valdepeñas;2007;DOP Valdepeñas;;Tempranillo, ;Keskitäyteläinen, tanniininen, hapankirsikkainen, karpaloinen, kevyen viikunainen, mausteinen, hennon kahvinen;pullo;luonnonkorkki;13.0;5.2;;;;;70.0;vakiovalikoima;5060108901666
931527;Felix Solis The Guv'nor;Felix Solis;0,75 l;9.98;13.17;;110;punaviinit;Pehmeä & Hedelmäinen;;;Espanja;Valdepeñas;;;;Tempranillo, ;Keskitäyteläinen, keskitanniininen, aromikas, vaniljainen, tamminen;pullo;luonnonkorkki;14.0;5.1;19;;;;80.0;tilausvalikoima;8410702045230
006242;Pata Negra Gran Reserva 2009;Vinartis;0,75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valdepeñas;2009;DO Valdepeñas;Saattaa sisältää sakkaa;Tempranillo, ;Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karpaloinen, kevyen viikunainen, yrttinen, nahkainen;pullo;luonnonkorkki;13.0;5.0;;;;;70.0;vakiovalikoima;8410415580721
005573;Señorío de los Llanos Crianza 2015;Grupo de Bodegas Vinartis;0,75 l;7.48;9.84;;110;punaviinit;Vivahteikas & Kehittynyt;;;Espanja;Valdepeñas;2015;DO Valdepeñas;Saattaa sisältää sakkaa;Tempranillo, ;Keskitäyteläinen, tanniininen, hapankirsikkainen, keltaomenainen, nahkainen, mausteinen, puinen;pullo;metallinen kierrekapseli;12.5;5.1;1;;;;70.0;vakiovalikoima;8410415510629
006915;Señorío de los Llanos Gran Reserva 2012;Grupo de Bodegas Vinartis;0,75 l;9.98;13.17;;110;punaviinit;Vivahteikas & Kehittynyt;;;Espanja;Valdepeñas;2012;DO Valdepeñas;Saattaa sisältää sakkaa;Tempranillo, ;Keskitäyteläinen, tanniininen, tumman kirsikkainen, karpaloinen, hennon viikunainen, kevyen luumuinen, hennon lakritsinen;pullo;metallinen kierrekapseli;13.0;4.9;2;;;;70.0;vakiovalikoima;8410415540626
004996;Viña Albali Cabernet Sauvignon Reserva 2012;Felix Solis;0,75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valdepeñas;2012;DO Valdepeñas;;Cabernet, Tempranillo, ;Täyteläinen, tanniininen, karhunvatukkainen, hapankirsikkainen, maitosuklainen, tamminen;pullo;luonnonkorkki;13.0;5.0;;;;;70.0;vakiovalikoima;8410702000567
462307;Viña Albali Crianza 2014;Felix Solis;0,75 l;8.99;11.85;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valdepeñas;2014;DO Valdepeñas;;Tempranillo, ;Keskitäyteläinen, keskitanniininen, puolukkainen, vadelmainen, toffeinen, kevyen neilikkainen;pullo;metallinen kierrekapseli;13.0;4.9;;;;;70.0;vakiovalikoima;8410702000215
005153;Viña Albali Gran Reserva 2012;Félix Solís;0,75 l;11.98;15.84;;110;punaviinit;Vivahteikas & Kehittynyt;;;Espanja;Valdepeñas;2012;DO Valdepeñas;;Tempranillo, ;Keskitäyteläinen, tanniininen, hapankirsikkainen, karhunvatukkainen, viikunainen, kevyen mustaoliivinen, maitokahvinen, hennon tamminen;pullo;luonnonkorkki;13.0;5.5;;;;;70.0;vakiovalikoima;8410702017329
945077;Viña Albali Gran Reserva de Familia 2006;Viña Albali Reservas;0,75 l;20.05;26.73;;110;punaviinit;Vivahteikas & Kehittynyt;;;Espanja;Valdepeñas;2006;DO Valdepeñas;;;Täyteläinen, tanniininen, marjainen, nahkainen, tamminen, mausteinen;pullo;luonnonkorkki;13.0;4.8;3;;;;70.0;tilausvalikoima;8410702000352
953965;Viña Albali Reserva 2012;Felix Solis;0,375 l;5.99;15.71;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valdepeñas;2012;DO Valdepeñas;;Tempranillo, ;Keskitäyteläinen, keskitanniininen, mausteinen, vaniljainen, suklainen;pullo;luonnonkorkki;13.0;5.5;2;;;;70.0;tilausvalikoima;8410702000277
006645;Viña Albali Reserva 2014;Felix Solis;0,75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valdepeñas;2014;DO Valdepeñas;;Tempranillo, ;Keskitäyteläinen, keskitanniininen, boysenmarjainen, punaherukkainen, kevyen mokkainen;pullo;metallinen kierrekapseli;13.0;5.3;;;;;70.0;vakiovalikoima;8410702000017
467667;Viña Albali Tempranillo Organic 2018;Félix Solís;0,75 l;7.99;10.52;;110;punaviinit;Marjaisa & Raikas;luomu;;Espanja;Valdepeñas;2018;DO Valdepeñas;;Tempranillo, ;Keskitäyteläinen, keskitanniininen, metsämansikkainen, kirsikkainen, kevyen kukkainen, hennon toffeinen;pullo;metallinen kierrekapseli;13.0;5.0;4;;;;80.0;vakiovalikoima;8410702048071
933587;Aroma de Corazón Tinto 2018;La Vina;0,75 l;8.49;11.19;;110;punaviinit;Pehmeä & Hedelmäinen;;;Espanja;Valencia;2018;DOP Valencia;;Garnacha Tintorera, ;Keskitäyteläinen, keskitanniininen, puolimakea, kirsikkainen, vadelmahilloinen, mustikkainen, kaakaoinen;pullo;metallinen kierrekapseli;12.5;5.3;40;;;;80.0;vakiovalikoima;8412276958947
423897;Casa l'Angel Syrah 2017;La Viña;0,75 l;7.88;10.37;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Espanja;Valencia;2017;DO Valencia;;Syrah, ;Keskitäyteläinen, keskitanniininen, kypsän karpaloinen, mustikkainen, kevyen mausteinen;pullo;metallinen kierrekapseli;14.0;5.7;3;;;;80.0;vakiovalikoima;8412276959913
007072;Castillo Montroy Reserva 2015;Anecoop;0,75 l;7.88;10.37;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2015;DO Valencia;;Tempranillo, Monastrell, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, kypsän karpaloinen, kevyen mausteinen;pullo;luonnonkorkki;13.5;5.2;1;;;;80.0;vakiovalikoima;8412276852122
006366;El Copero 2018;Clasicos del Mediterraneo;0,75 l;7.99;10.52;;110;punaviinit;Pehmeä & Hedelmäinen;;;Espanja;Valencia;2018;DOP Valencia;;Bobal, Monastrell, ;Keskitäyteläinen, vähätanniininen, makeahko, mansikkainen, vadelmainen, hennon vaniljainen;pullo;metallinen kierrekapseli;12.0;4.8;10;;;;70.0;vakiovalikoima;4002567204040
928346;El Enhebro Monastrell Garnacha Tintorera 2016;La Vina;0,75 l;9.88;13.04;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2016;DO Valencia;;Monastrell, Garnacha Tintorera, ;Täyteläinen, keskitanniininen, herukkainen, mausteinen, setrinen;pullo;metallinen kierrekapseli;14.0;5.6;2;;;;80.0;tilausvalikoima;8412276203795
913987;Francisco Gomez Eko Red 2017;Hacienda La Serrata;0,75 l;11.20;14.8;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2017;DO Valencia;;Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, karhunvatukkainen, herukkainen, tumman kirsikkainen, hennon rosmariininen, kevyen tamminen;pullo;metallinen kierrekapseli;13.5;5.3;2;;;;80.0;vakiovalikoima;8437008657158
436517;Icono Cabernet Sauvignon 2019;Anecoop;0,75 l;7.69;10.12;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Espanja;Valencia;2019;DO Valencia;;Cabernet Sauvignon, ;Keskitäyteläinen, keskitanniininen, mustikkainen, kirsikkainen, vadelmainen, kevyen mausteinen;pullo;metallinen kierrekapseli;14.0;5.1;6;;;;80.0;vakiovalikoima;8412276207625
916803;Iliada Organic Cabernet Sauvignon Tempranillo Syrah 2019;Anecoop;0,75 l;7.36;9.68;uutuus;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2019;DOP Valencia;;Cabernet Sauvignon, Syrah, Tempranillo, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.4;3;;;;80.0;tilausvalikoima;8412276889661
918936;Juan de Juanes Vendimia Bronce Tinto 2018;Anecoop;0,75 l;7.34;9.65;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Espanja;Valencia;2018;DOP Valencia;;Tempranillo, Syrah, Tintorera, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, mausteinen, vaniljainen;pullo;luonnonkorkki;13.5;5.8;4;;;;80.0;tilausvalikoima;8412276101169
914596;La Cova Negra 2017;Anecoop;0,75 l;7.99;10.52;uutuus;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2017;DOP Valencia;;Tempranillo, ;Täyteläinen, keskitanniininen, kirsikkainen, karhunvatukkainen, mausteinen;pullo;luonnonkorkki;13.5;5.5;9;;;;80.0;tilausvalikoima;8412276082369
488477;Laudum Nature Barrica Monastrell Petit Verdot 2016;Bocopa;0,75 l;8.99;11.85;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2016;DO Alicante;;Monastrell, Petit Verdot, ;Keskitäyteläinen, tanniininen, kirsikkainen, boysenmarjainen, mausteinen, kevyen tamminen;pullo;metallinen kierrekapseli;13.0;4.7;5;;;;80.0;vakiovalikoima;8421216190095
006812;Los Monteros Crianza 2015;Bodegas Murviedro;0,75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2015;DO Valencia;;Monastrell, ;Keskitäyteläinen, keskitanniininen, boysenmarjainen, kirsikkainen, kevyen viikunainen, mausteinen, kevyen tamminen;pullo;luonnonkorkki;13.5;4.3;1;;;;80.0;vakiovalikoima;4002567036818
936392;Murviedro Coleccion Tempranillo 2016;Murviedro;0,1875 l;2.99;15.95;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2016;DOP Valencia;;Tempranillo, ;Keskitäyteläinen, keskitanniininen, marjainen, mausteinen, aromikas;pullo;metallinen kierrekapseli;13.0;5.0;4;;;;80.0;tilausvalikoima;8410388007898
954497;Murviedro Colección Reserva 2015;Murviedro;0,75 l;9.98;13.17;;110;punaviinit;Vivahteikas & Kehittynyt;;;Espanja;Valencia;2015;DOP Valencia;;Tempranillo, Monastrell, Syrah, ;Täyteläinen, tanniininen, kirsikkainen, herukkainen, boysenmarjainen, mausteinen, kevyen nahkainen;pullo;luonnonkorkki;13.5;4.8;;;;;80.0;vakiovalikoima;8410388000769
946897;Nauta Monastrell Crianza 2014;Freixenet;0,75 l;14.20;18.8;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2014;DOP Alicante;;Monastrell, ;Täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, vaniljainen;pullo;metallinen kierrekapseli;13.5;5.5;3;;;;80.0;tilausvalikoima;8410036801359
422357;Neleman Organic Bobal 2017;Bodegas Neleman;0,75 l;17.99;23.99;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2017;DO Valencia;;Bobal, ;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, herukkainen, mustikkainen, pippurinen, lämmin;pullo;muu suljenta;14.5;5.8;2;;;;80.0;vakiovalikoima;8718868184122
940883;Palacio del Conde Reserva 2015;Anecoop;0,75 l;7.34;9.65;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2015;DO Valencia;;Monastrell, Tempranillo, ;Keskitäyteläinen, keskitanniininen, marjainen, kirsikkainen, mausteinen;pullo;luonnonkorkki;13.5;5.5;;;;;80.0;tilausvalikoima;8412276838126
496777;Radio Boka Tempranillo 2019;Hammeken Cellars;0,75 l;8.49;11.19;;110;punaviinit;Pehmeä & Hedelmäinen;ympäristövastuullinen pakkaus;;Espanja;Valencia;2019;DO Valencia;;Tempranillo, ;Keskitäyteläinen, keskitanniininen, kuningatarhilloinen, kirsikkainen, mausteinen, kevyen vaniljainen;pullo;metallinen kierrekapseli;13.0;4.5;13;;;;80.0;vakiovalikoima;8436539760047
435867;Shiraz by Bodega La Encina 2018;Bodega La Encina;0,75 l;16.88;22.37;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2018;;Ei lisättyä sulfiittia;Shiraz, Syrah, ;Täyteläinen, keskitanniininen, mustikkainen, mustaherukkainen, karhunvatukkainen, kevyen luumuinen, hennon tallinen;pullo;luonnonkorkki;14.5;4.4;1;;;;80.0;vakiovalikoima;8437011000231
932117;Vicente Gandía Uva Pirata Petit Verdot 2016;Vicente Gandía;0,75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2016;DO Valencia;;Petit Verdot, ;Keskitäyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, herukkainen, mustapippurinen, hennon yrttinen;pullo;luonnonkorkki;13.0;4.7;;;;;70.0;vakiovalikoima;8410310614361
473807;Vid-a Organic 2018;Hacienda La Serrata;0,75 l;10.74;14.19;;110;punaviinit;Mehevä & Hilloinen;;;Espanja;Valencia;2018;DO Alicante;;Monastrell, Syrah, ;Keskitäyteläinen, keskitanniininen, kypsän kirsikkainen, mustaherukkainen, mausteinen, kevyen suklainen;pullo;metallinen kierrekapseli;13.5;5.2;1;;;;80.0;vakiovalikoima;8437008657752
433227;Fedellos do Couto Bastarda 2018;Fedellos do Couto;0,75 l;45.46;60.61;uutuus;110;punaviinit;Marjaisa & Raikas;;;Espanja;;2018;;Saattaa sisältää sakkaa;Bastardo, ;Kevyt, keskitanniininen, vadelmainen, metsämansikkainen, kevyen kirsikkainen, hennon orvokkinen, mausteinen, samea;pullo;luonnonkorkki;12.0;5.2;1;;;;70.0;erikoiserä;8437015304038
900521;Allesverloren Shiraz;Allesverloren;0,75 l;14.85;19.67;;110;punaviinit;Mehevä & Hilloinen;;;Etelä-Afrikka;Coastal Region;;Swartland;;Shiraz, ;Täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, mausteinen;pullo;luonnonkorkki;14.5;6.8;3;;;;80.0;tilausvalikoima;6001497404566
957918;Allesverloren Tinta Barocca;Allesverloren;0,75 l;15.99;21.19;;110;punaviinit;Mehevä & Hilloinen;;;Etelä-Afrikka;Coastal Region;;Swartland;;Tinta Barroca, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, vadelmainen, mausteinen;pullo;luonnonkorkki;14.0;5.3;4;;;;80.0;tilausvalikoima;6001497416507
948267;Anwilka 2014;Anwilka;0,75 l;39.99;53.32;;110;punaviinit;Vivahteikas & Kehittynyt;;;Etelä-Afrikka;Coastal Region;2014;DO Stellenbosch;Saattaa sisältää sakkaa;Syrah, Cabernet Sauvignon, Petit Verdot, ;Täyteläinen, tanniininen, mustaherukkainen, suklainen, mokkainen;pullo;luonnonkorkki;14.5;5.4;4;;;;80.0;tilausvalikoima;6003884000870
491867;Avondale Jonty's Ducks Pekin Red 2015;Avondale;0,75 l;14.99;19.85;;110;punaviinit;Roteva & Voimakas;;;Etelä-Afrikka;Coastal Region;2015;WO Paarl;;Syrah, Cabernet Sauvignon, Merlot, Cabernet Franc, Malbec, ;Täyteläinen, tanniininen, kypsän kirsikkainen, viikunainen, luumuinen, kevyen nahkainen, neilikkainen, tamminen;pullo;metallinen kierrekapseli;14.0;5.6;4;;;;80.0;vakiovalikoima;6009640360004
485137;Babylon's Peak Shiraz Grenache 2019;Babylon's Peak;0,75 l;11.49;15.19;;110;punaviinit;Roteva & Voimakas;;;Etelä-Afrikka;Coastal Region;2019;WO Swartland;Saattaa sisältää sakkaa;Shiraz, Grenache, ;Täyteläinen, keskitanniininen, mesimarjainen, mustikkainen, kirsikkainen, mokkainen, suklainen;pullo;metallinen kierrekapseli;14.5;5.2;;;;;80.0;vakiovalikoima;6009804300655
422287;Basson SMG 2015;Babylon's Peak;0,75 l;11.39;15.05;;110;punaviinit;Roteva & Voimakas;;;Etelä-Afrikka;Coastal Region;2015;WO Swartland;Saattaa sisältää sakkaa;Shiraz, Mourvèdre, Grenache, ;Täyteläinen, tanniininen, tumman luumuinen, boysenmarjainen, mokkainen, hennon pippurinen, tamminen;pullo;luonnonkorkki;14.5;5.3;2;;;;80.0;vakiovalikoima;6009804300952
943845;Bellingham Big Oak Red 2015;Bellingham;0,75 l;13.49;17.99;;110;punaviinit;Mehevä & Hilloinen;;;Etelä-Afrikka;Coastal Region;2015;;Saattaa sisältää sakkaa;Cabernet Sauvignon, Malbec, Syrah, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, suklainen, tamminen;pullo;metallinen kierrekapseli;14.0;5.6;7;;;;80.0;tilausvalikoima;6001506905732
004909;Cathedral Cellar Triptych 2014;KWV;0,75 l;18.90;25.07;;110;punaviinit;Roteva & Voimakas;;;Etelä-Afrikka;Coastal Region;2014;WO Western Cape;;;Täyteläinen, tanniininen, marjainen, tamminen, aromikas;pullo;;14.0;6.0;;;;;80.0;tilausvalikoima;6002323403432
476007;Constantia Glen Five 2016;Constantia Glen;0,75 l;34.69;46.25;uutuus;110;punaviinit;Roteva & Voimakas;paikallinen ekosertifiointi;;Etelä-Afrikka;Coastal Region;2016;WO Constantia;Saattaa sisältää sakkaa;Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot, Malbec, ;Täyteläinen, tanniininen, karhunvatukkahilloinen, tumman kirsikkainen, mustaherukkainen, mausteinen, hennon savuinen, tamminen, runsas, lämmin, pitkä;pullo;luonnonkorkki;14.5;5.6;2;;;;80.0;erikoiserä;6009800902136
